prompt_index,prompt_id,class,display_name,type,template,full_text,R_j_0,R_j_eps,median_margin,q10_margin,mean_margin,std_margin,num_samples,risk_level,dataset,semantic_auroc,memory_auroc,image_auroc
10,144,hazelnut,hazelnut,specific,{} with hole,hazelnut with hole,1.0,1.0,-4.25,-5.7328125,-4.357514880952381,1.2283038631270775,42,high,mvtec,91.21,99.86,99.93
11,145,hazelnut,hazelnut,specific,{} with print,hazelnut with print,1.0,1.0,-3.859375,-5.684375,-3.98828125,1.3364924290400315,42,high,mvtec,91.21,99.86,99.93
2,136,hazelnut,hazelnut,generic,abnormal {},abnormal hazelnut,0.8571428571428571,0.8809523809523809,-1.3828125,-3.4953125,-1.6415550595238095,1.5003189013190512,42,low,mvtec,91.21,99.86,99.93
10,156,leather,leather,specific,{} with fold,leather with fold,1.0,1.0,-1.171875,-1.44375,-1.1236213235294117,0.3146837223549385,34,high,mvtec,100.0,99.86,100.0
11,157,leather,leather,specific,{} with glue,leather with glue,1.0,1.0,-2.296875,-2.5,-2.231617647058824,0.2424014883691544,34,high,mvtec,100.0,99.86,100.0
12,158,leather,leather,specific,{} with poke,leather with poke,1.0,1.0,-0.9375,-1.2375,-0.9255514705882352,0.2578071752884126,34,high,mvtec,100.0,99.86,100.0
9,155,leather,leather,specific,{} with cut,leather with cut,0.7352941176470589,0.7647058823529411,-0.2109375,-0.4921875,-0.1516544117647058,0.3160762601967254,34,medium,mvtec,100.0,99.86,100.0
7,153,leather,leather,generic,{} with damage,leather with damage,0.6764705882352942,0.7058823529411765,-0.15625,-0.328125,-0.0827205882352941,0.2507894649952329,34,medium,mvtec,100.0,99.86,100.0
8,154,leather,leather,specific,{} with color stain,leather with color stain,0.0,0.0294117647058823,0.4609375,0.146875,0.4705882352941176,0.2766101317895831,34,medium,mvtec,100.0,99.86,100.0
0,146,leather,leather,generic,damaged {},damaged leather,0.0,0.0,0.4921875,0.296875,0.5082720588235294,0.1915627284342468,34,medium,mvtec,100.0,99.86,100.0
1,147,leather,leather,generic,flawed {},flawed leather,0.0,0.0,2.5546875,2.275,2.538143382352941,0.2206356222079497,34,medium,mvtec,100.0,99.86,100.0
2,148,leather,leather,generic,abnormal {},abnormal leather,0.0,0.0,1.4453125,1.1296875,1.4885110294117647,0.3285472778110154,34,medium,mvtec,100.0,99.86,100.0
3,149,leather,leather,generic,imperfect {},imperfect leather,0.0,0.0,2.203125,2.0203125,2.27734375,0.2592100185123073,34,medium,mvtec,100.0,99.86,100.0
4,150,leather,leather,generic,blemished {},blemished leather,0.0,0.0,0.609375,0.3796875,0.6750919117647058,0.2579664594819812,34,medium,mvtec,100.0,99.86,100.0
5,151,leather,leather,generic,{} with flaw,leather with flaw,0.0,0.0,2.28125,1.9,2.23828125,0.2397083889442315,34,medium,mvtec,100.0,99.86,100.0
6,152,leather,leather,generic,{} with defect,leather with defect,0.0,0.0,1.1796875,0.99375,1.2219669117647058,0.2066569143461704,34,medium,mvtec,100.0,99.86,100.0
8,193,metal_nut,metal nut,specific,{} with a bent shape ,metal nut with a bent shape ,0.9583333333333334,0.9583333333333334,-1.8046875,-3.259375,-1.8307291666666667,1.1897650638332156,24,high,mvtec,88.51,99.41,99.66
1,186,metal_nut,metal nut,generic,flawed {},flawed metal nut,0.3333333333333333,0.375,0.2265625,-1.2734375,0.3157552083333333,1.1179155113279649,24,high,mvtec,88.51,99.41,99.66
3,188,metal_nut,metal nut,generic,imperfect {},imperfect metal nut,0.25,0.25,1.0,-0.5843749999999999,1.0579427083333333,1.2000050791880172,24,high,mvtec,88.51,99.41,99.66
10,195,metal_nut,metal nut,specific,{} with a flipped orientation,metal nut with a flipped orientation,0.1666666666666666,0.1666666666666666,1.3671875,-0.0578124999999999,1.3352864583333333,1.109906518491797,24,medium,mvtec,88.51,99.41,99.66
0,185,metal_nut,metal nut,generic,damaged {},damaged metal nut,0.0833333333333333,0.125,1.28125,0.0609375,1.314453125,0.9612477533109988,24,medium,mvtec,88.51,99.41,99.66
7,192,metal_nut,metal nut,generic,{} with damage,metal nut with damage,0.0833333333333333,0.125,1.703125,0.1078125,1.4700520833333333,1.1103732732199008,24,medium,mvtec,88.51,99.41,99.66
2,187,metal_nut,metal nut,generic,abnormal {},abnormal metal nut,0.0833333333333333,0.0833333333333333,2.1328125,0.6359375,1.7317708333333333,0.9853734464623326,24,low,mvtec,88.51,99.41,99.66
5,190,metal_nut,metal nut,generic,{} with flaw,metal nut with flaw,0.0833333333333333,0.0833333333333333,1.6328125,0.375,1.57421875,1.0957315569320667,24,low,mvtec,88.51,99.41,99.66
6,191,metal_nut,metal nut,generic,{} with defect,metal nut with defect,0.0833333333333333,0.0833333333333333,1.7890625,0.4421875,1.716796875,1.0662112773916383,24,low,mvtec,88.51,99.41,99.66
9,194,metal_nut,metal nut,specific,{} with color stain,metal nut with color stain,0.0833333333333333,0.0833333333333333,1.84375,0.1671875,1.7174479166666667,1.225283939731689,24,low,mvtec,88.51,99.41,99.66
4,189,metal_nut,metal nut,generic,blemished {},blemished metal nut,0.0,0.0,3.109375,1.5890625,2.849609375,0.9303854665096172,24,low,mvtec,88.51,99.41,99.66
11,196,metal_nut,metal nut,specific,{} with scratch,metal nut with scratch,0.0,0.0,2.75,1.446875,2.451171875,1.0061083834174838,24,low,mvtec,88.51,99.41,99.66
6,254,pill,pill,generic,{} with defect,pill with defect,1.0,1.0,-1.5625,-2.721875,-1.6545758928571428,0.7208739397327455,28,high,mvtec,84.72,92.8,93.4
11,259,pill,pill,specific,{} with faulty imprint,pill with faulty imprint,1.0,1.0,-3.9609375,-5.321875,-3.982700892857143,1.0765576346765895,28,high,mvtec,84.72,92.8,93.4
0,248,pill,pill,generic,damaged {},damaged pill,0.8571428571428571,0.8928571428571429,-0.7421875,-2.0203125,-0.8928571428571429,0.8137515503018244,28,high,mvtec,84.72,92.8,93.4
13,261,pill,pill,specific,{} with abnormal type,pill with abnormal type,0.8571428571428571,0.8928571428571429,-1.921875,-3.0671875,-1.6177455357142858,1.1885603975475805,28,high,mvtec,84.72,92.8,93.4
3,251,pill,pill,generic,imperfect {},imperfect pill,0.8214285714285714,0.8571428571428571,-0.6484375,-1.7546875,-0.7053571428571429,0.8207717069889912,28,medium,mvtec,84.72,92.8,93.4
10,258,pill,pill,specific,{} with crack,pill with crack,0.5714285714285714,0.6071428571428571,-0.1640625,-1.215625,-0.2198660714285714,0.6592978830399768,28,medium,mvtec,84.72,92.8,93.4
5,253,pill,pill,generic,{} with flaw,pill with flaw,0.4642857142857143,0.5,0.0390625,-0.9578125,-0.13671875,0.7066334220147381,28,medium,mvtec,84.72,92.8,93.4
8,256,pill,pill,specific,{} with color stain,pill with color stain,0.3928571428571428,0.3928571428571428,0.390625,-1.0796875,0.115234375,0.9666520003285144,28,low,mvtec,84.72,92.8,93.4
7,255,pill,pill,generic,{} with damage,pill with damage,0.25,0.2857142857142857,0.484375,-0.3890624999999998,0.4916294642857143,0.747070195265597,28,low,mvtec,84.72,92.8,93.4
12,260,pill,pill,specific,{} with scratch,pill with scratch,0.1785714285714285,0.2142857142857142,0.5078125,-0.1921874999999999,0.5680803571428571,0.6466697381501304,28,low,mvtec,84.72,92.8,93.4
1,249,pill,pill,generic,flawed {},flawed pill,0.1071428571428571,0.1428571428571428,1.4453125,-0.0249999999999999,1.3013392857142858,0.7828316260545912,28,low,mvtec,84.72,92.8,93.4
2,250,pill,pill,generic,abnormal {},abnormal pill,0.0,0.0,2.9453125,2.0359375,2.9765625,0.6991641913071993,28,low,mvtec,84.72,92.8,93.4
4,252,pill,pill,generic,blemished {},blemished pill,0.0,0.0,2.3828125,1.190625,2.3744419642857144,0.9785781175943667,28,low,mvtec,84.72,92.8,93.4
9,257,pill,pill,specific,{} with contamination,pill with contamination,0.0,0.0,3.2734375,2.1796875,3.1607142857142856,0.8434074323473653,28,low,mvtec,84.72,92.8,93.4
0,276,screw,screw,generic,damaged {},damaged screw,1.0,1.0,-2.46875,-3.178125,-2.4680232558139537,0.5851188902592677,43,high,mvtec,61.63,55.87,62.92
5,281,screw,screw,generic,{} with flaw,screw with flaw,1.0,1.0,-1.75,-2.70625,-1.8001453488372092,0.7341744077505076,43,high,mvtec,61.63,55.87,62.92
6,282,screw,screw,generic,{} with defect,screw with defect,1.0,1.0,-1.75,-2.653125,-1.698764534883721,0.764428835270365,43,high,mvtec,61.63,55.87,62.92
7,283,screw,screw,generic,{} with damage,screw with damage,1.0,1.0,-2.46875,-3.29375,-2.425145348837209,0.7003827187409215,43,high,mvtec,61.63,55.87,62.92
8,284,screw,screw,specific,{} with manipulated front,screw with manipulated front,1.0,1.0,-2.5625,-3.371875,-2.5134447674418605,0.8025199158500632,43,high,mvtec,61.63,55.87,62.92
10,286,screw,screw,specific,{} with scratch head,screw with scratch head,1.0,1.0,-3.21875,-4.153125,-3.244549418604651,0.7560160521953139,43,high,mvtec,61.63,55.87,62.92
9,285,screw,screw,specific,{} with scratch neck,screw with scratch neck,0.8837209302325582,0.9069767441860463,-1.84375,-2.94375,-1.6813226744186047,1.1297498421498515,43,low,mvtec,61.63,55.87,62.92
2,278,screw,screw,generic,abnormal {},abnormal screw,0.3023255813953488,0.3255813953488372,0.703125,-0.6,0.4683866279069767,0.8097875703057985,43,low,mvtec,61.63,55.87,62.92
1,277,screw,screw,generic,flawed {},flawed screw,0.0232558139534883,0.0232558139534883,1.609375,0.471875,1.5337936046511629,0.871012836361988,43,low,mvtec,61.63,55.87,62.92
3,279,screw,screw,generic,imperfect {},imperfect screw,0.0232558139534883,0.0232558139534883,1.53125,0.665625,1.646075581395349,0.8039710820845177,43,low,mvtec,61.63,55.87,62.92
4,280,screw,screw,generic,blemished {},blemished screw,0.0232558139534883,0.0232558139534883,1.140625,0.253125,1.2521802325581397,0.7830907195685342,43,low,mvtec,61.63,55.87,62.92
10,297,tile,tile,specific,{} with gray stroke,tile with gray stroke,1.0,1.0,-1.9375,-2.54375,-1.9441964285714288,0.4228623649834396,35,high,mvtec,99.89,98.59,99.93
12,299,tile,tile,specific,{} with rough surface,tile with rough surface,0.9714285714285714,0.9714285714285714,-0.953125,-1.41875,-0.871875,0.452852442658123,35,high,mvtec,99.89,98.59,99.93
0,287,tile,tile,generic,damaged {},damaged tile,0.0285714285714285,0.0285714285714285,1.1875,0.709375,1.2169642857142855,0.498459840920213,35,high,mvtec,99.89,98.59,99.93
1,288,tile,tile,generic,flawed {},flawed tile,0.0,0.0,4.890625,4.521875,4.9227678571428575,0.3700744762675398,35,medium,mvtec,99.89,98.59,99.93
2,289,tile,tile,generic,abnormal {},abnormal tile,0.0,0.0,2.859375,2.54375,2.899107142857143,0.3537179530446857,35,medium,mvtec,99.89,98.59,99.93
3,290,tile,tile,generic,imperfect {},imperfect tile,0.0,0.0,1.359375,1.03125,1.4464285714285714,0.4150705504637071,35,medium,mvtec,99.89,98.59,99.93
4,291,tile,tile,generic,blemished {},blemished tile,0.0,0.0,3.6875,3.303125,3.7754464285714286,0.4836484429071706,35,medium,mvtec,99.89,98.59,99.93
5,292,tile,tile,generic,{} with flaw,tile with flaw,0.0,0.0,4.34375,3.89375,4.3254464285714285,0.3559421781464982,35,medium,mvtec,99.89,98.59,99.93
6,293,tile,tile,generic,{} with defect,tile with defect,0.0,0.0,1.171875,0.59375,1.2008928571428572,0.4435195398969567,35,medium,mvtec,99.89,98.59,99.93
7,294,tile,tile,generic,{} with damage,tile with damage,0.0,0.0,3.421875,2.821875,3.458928571428572,0.549973184643152,35,medium,mvtec,99.89,98.59,99.93
8,295,tile,tile,specific,{} with crack,tile with crack,0.0,0.0,2.40625,1.93125,2.4258928571428573,0.424131578243433,35,medium,mvtec,99.89,98.59,99.93
9,296,tile,tile,specific,{} with glue strip,tile with glue strip,0.0,0.0,5.375,4.6156250000000005,5.273214285714285,0.4995585583180169,35,medium,mvtec,99.89,98.59,99.93
11,298,tile,tile,specific,{} with oil,tile with oil,0.0,0.0,1.9375,1.41875,1.8580357142857145,0.3942487527965468,35,medium,mvtec,99.89,98.59,99.93
3,303,toothbrush,toothbrush,generic,imperfect {},imperfect toothbrush,0.7857142857142857,0.8571428571428571,-1.234375,-2.2984375,-1.15625,1.161096262697456,14,high,mvtec,65.0,94.17,93.89
5,305,toothbrush,toothbrush,generic,{} with flaw,toothbrush with flaw,0.6428571428571429,0.6428571428571429,-0.2734375,-0.959375,-0.2561383928571428,0.4843946080009185,14,high,mvtec,65.0,94.17,93.89
6,306,toothbrush,toothbrush,generic,{} with defect,toothbrush with defect,0.5,0.5,-0.0078125,-0.8828125,0.0915178571428571,0.8710821316260972,14,medium,mvtec,65.0,94.17,93.89
8,308,toothbrush,toothbrush,specific,{} with defect,toothbrush with defect,0.5,0.5,-0.0078125,-0.8828125,0.0915178571428571,0.8710821316260972,14,medium,mvtec,65.0,94.17,93.89
1,301,toothbrush,toothbrush,generic,flawed {},flawed toothbrush,0.2857142857142857,0.2857142857142857,0.9453125,-0.4640625,0.8359375,1.208371417067129,14,medium,mvtec,65.0,94.17,93.89
4,304,toothbrush,toothbrush,generic,blemished {},blemished toothbrush,0.1428571428571428,0.1428571428571428,1.8125,0.034375,1.6010044642857142,1.1287854231469718,14,low,mvtec,65.0,94.17,93.89
0,300,toothbrush,toothbrush,generic,damaged {},damaged toothbrush,0.0,0.0,1.0390625,0.1453125,1.0418526785714286,0.6177283961682168,14,low,mvtec,65.0,94.17,93.89
2,302,toothbrush,toothbrush,generic,abnormal {},abnormal toothbrush,0.0,0.0,2.59375,0.9859375,2.2293526785714284,0.9566387548965688,14,low,mvtec,65.0,94.17,93.89
7,307,toothbrush,toothbrush,generic,{} with damage,toothbrush with damage,0.0,0.0,2.09375,1.4109375,2.0033482142857144,0.4710575113189742,14,low,mvtec,65.0,94.17,93.89
9,309,toothbrush,toothbrush,specific,{} with anomaly,toothbrush with anomaly,0.0,0.0,3.5625,2.2421875,3.438616071428572,0.9389630378325956,14,low,mvtec,65.0,94.17,93.89
5,315,transistor,transistor,generic,{} with flaw,transistor with flaw,1.0,1.0,-3.32421875,-4.409375,-3.388608870967742,0.7700570874685982,62,high,mvtec,87.29,86.87,93.0
