dataset,class,k_shot,task,mode,auroc,semantic_auroc,memory_auroc,gap,oracle_semantic_ratio,oracle_memory_ratio
visa,fryum,4,cls,harmonic,90.157,76.88600000000001,88.99600000000001,1.1609999999999898,,
visa,fryum,4,cls,oracle,98.099,76.88600000000001,88.99600000000001,9.102999999999994,26.0,74.0
visa,cashew,4,cls,semantic,92.31800000000001,,,,,
visa,cashew,4,cls,memory,83.43599999999999,,,,,
visa,cashew,4,cls,max,92.31800000000001,92.31800000000001,83.43599999999999,0.0,,
visa,cashew,4,cls,harmonic,84.571,92.31800000000001,83.43599999999999,-7.747000000000015,,
visa,cashew,4,cls,oracle,100.0,92.31800000000001,83.43599999999999,7.681999999999989,16.666666666666664,83.33333333333334
visa,candle,4,seg,semantic,88.0904170930068,,,,,
visa,candle,4,seg,memory,94.3571327204595,,,,,
visa,candle,4,seg,max,94.10934091363603,65.48249853777143,94.10934091363603,28.626842375864598,,
visa,candle,4,seg,harmonic,93.63903730599968,65.15525519507692,93.63903730599968,28.48378211092276,,
visa,candle,4,seg,oracle,94.10934091363603,65.48249853777143,94.10934091363603,28.626842375864598,,
visa,pcb2,4,cls,semantic,64.83616383616383,,,,,
visa,pcb2,4,cls,memory,75.68031968031967,,,,,
visa,pcb2,4,cls,max,76.09590409590409,64.83616383616383,75.68031968031967,0.4155844155844135,,
visa,pcb2,4,cls,harmonic,77.5104895104895,64.83616383616383,75.68031968031967,1.8301698301698366,,
visa,pcb2,4,cls,oracle,100.0,64.83616383616383,75.68031968031967,24.319680319680327,90.55404178019982,9.44595821980018
visa,pcb1,4,seg,semantic,89.56871706695603,,,,,
visa,pcb1,4,seg,memory,98.15929045194117,,,,,
visa,pcb1,4,seg,max,98.32865313177177,47.42919077708231,98.32865313177177,50.89946235468946,,
visa,pcb1,4,seg,harmonic,96.84542778872213,46.71375152798947,96.84542778872213,50.13167626073266,,
visa,pcb1,4,seg,oracle,98.32865313177177,47.42919077708231,98.32865313177177,50.89946235468946,,
visa,macaroni1,4,seg,semantic,95.61130818561107,,,,,
visa,macaroni1,4,seg,memory,91.22873890337975,,,,,
visa,macaroni1,4,seg,max,96.5926074277556,91.23428326770505,96.5926074277556,5.358324160050543,,
visa,macaroni1,4,seg,harmonic,97.23929036096325,91.84509247437012,97.23929036096325,5.394197886593133,,
visa,macaroni1,4,seg,oracle,96.5926074277556,91.23428326770505,96.5926074277556,5.358324160050543,,
visa,pipe_fryum,4,cls,semantic,73.178,,,,,
visa,pipe_fryum,4,cls,memory,98.6,,,,,
visa,pipe_fryum,4,cls,max,98.60200000000002,73.178,98.6,0.0020000000000131024,,
visa,pipe_fryum,4,cls,harmonic,96.57,73.178,98.6,-2.0299999999999985,,
visa,pipe_fryum,4,cls,oracle,100.0,73.178,98.6,1.4000000000000012,82.66666666666667,17.333333333333336
visa,pcb3,4,seg,semantic,85.47621347481613,,,,,
visa,pcb3,4,seg,memory,95.98546823483163,,,,,
visa,pcb3,4,seg,max,96.40106196751977,71.34381822613062,96.40106196751977,25.057243741389144,,
visa,pcb3,4,seg,harmonic,93.98011941577114,69.55214413226999,93.98011941577114,24.427975283501155,,
visa,pcb3,4,seg,oracle,96.40106196751977,71.34381822613062,96.40106196751977,25.057243741389144,,
visa,chewinggum,4,cls,semantic,95.84393638170974,,,,,
visa,chewinggum,4,cls,memory,94.66600397614313,,,,,
visa,chewinggum,4,cls,max,95.84393638170974,95.84393638170974,94.66600397614313,0.0,,
visa,chewinggum,4,cls,harmonic,95.0099403578529,95.84393638170974,94.66600397614313,-0.8339960238568422,,
visa,chewinggum,4,cls,oracle,100.0,95.84393638170974,94.66600397614313,4.156063618290262,16.58374792703151,83.41625207296849
mvtec,hazelnut,1,seg,semantic,95.6793716886231,,,,,
mvtec,hazelnut,1,seg,memory,98.78337339104466,,,,,
mvtec,hazelnut,1,seg,max,98.78448912616335,98.78448912616335,91.5526857395671,7.231803386596255,,
mvtec,hazelnut,1,seg,harmonic,98.6564924082063,98.6564924082063,91.43405939044612,7.222433017760181,,
mvtec,hazelnut,1,seg,oracle,98.78448912616335,98.78448912616335,91.5526857395671,7.231803386596255,,
mvtec,capsule,1,cls,semantic,74.05265257279618,,,,,
mvtec,capsule,1,cls,memory,61.826884722776235,,,,,
mvtec,capsule,1,cls,max,74.05265257279618,74.05265257279618,61.826884722776235,0.0,,
mvtec,capsule,1,cls,harmonic,62.72437175907461,74.05265257279618,61.826884722776235,-11.32828081372157,,
mvtec,capsule,1,cls,oracle,100.0,74.05265257279618,61.826884722776235,25.947347427203827,82.57575757575758,17.424242424242426
mvtec,pill,1,seg,semantic,92.24472644846854,,,,,
mvtec,pill,1,seg,memory,93.49406215403663,,,,,
mvtec,pill,1,seg,max,95.30837937110921,95.30837937110921,92.16714047931985,3.1412388917893566,,
mvtec,pill,1,seg,harmonic,94.28040505400939,94.28040505400939,91.17304684433783,3.1073582096715597,,
mvtec,pill,1,seg,oracle,95.30837937110921,95.30837937110921,92.16714047931985,3.1412388917893566,,
mvtec,transistor,1,seg,semantic,72.44289969697357,,,,,
mvtec,transistor,1,seg,memory,90.02351442358587,,,,,
mvtec,transistor,1,seg,max,89.95683704672817,26.169816628338484,89.95683704672817,63.78702041838969,,
mvtec,transistor,1,seg,harmonic,75.87679219214544,22.07371672020357,75.87679219214544,53.803075471941874,,
mvtec,transistor,1,seg,oracle,89.95683704672817,26.169816628338484,89.95683704672817,63.78702041838969,,
mvtec,carpet,1,seg,semantic,99.09404450677451,,,,,
mvtec,carpet,1,seg,memory,99.36330969687734,,,,,
mvtec,carpet,1,seg,max,99.36115552604993,12.748856636974311,99.36115552604993,86.61229888907562,,
mvtec,carpet,1,seg,harmonic,99.26153615512,12.736074649169044,99.26153615512,86.52546150595096,,
mvtec,carpet,1,seg,oracle,99.36115552604993,12.748856636974311,99.36115552604993,86.61229888907562,,
mvtec,toothbrush,1,seg,semantic,95.21096530654512,,,,,
mvtec,toothbrush,1,seg,memory,98.27490956918885,,,,,
mvtec,toothbrush,1,seg,max,98.32143698753197,73.69401080695785,98.32143698753197,24.62742618057412,,
mvtec,toothbrush,1,seg,harmonic,98.12350955792508,73.54565998354288,98.12350955792508,24.5778495743822,,
mvtec,toothbrush,1,seg,oracle,98.32143698753197,73.69401080695785,98.32143698753197,24.62742618057412,,
mvtec,leather,1,cls,semantic,100.0,,,,,
mvtec,leather,1,cls,memory,99.7961956521739,,,,,
mvtec,leather,1,cls,max,100.0,100.0,99.7961956521739,0.0,,
mvtec,leather,1,cls,harmonic,99.8131793478261,100.0,99.7961956521739,-0.18682065217391353,,
mvtec,leather,1,cls,oracle,100.0,100.0,99.7961956521739,0.0,74.19354838709677,25.806451612903224
mvtec,grid,1,seg,semantic,97.97881304649587,,,,,
mvtec,grid,1,seg,memory,95.60767535317339,,,,,
mvtec,grid,1,seg,max,97.97881304649587,97.97881304649587,51.78047457391757,46.1983384725783,,
mvtec,grid,1,seg,harmonic,97.20243614922677,97.20243614922677,51.37016990764506,45.83226624158171,,
mvtec,grid,1,seg,oracle,97.97881304649587,97.97881304649587,51.78047457391757,46.1983384725783,,
mvtec,screw,1,cls,semantic,58.915761426521826,,,,,
mvtec,screw,1,cls,memory,54.088952654232436,,,,,
mvtec,screw,1,cls,max,58.915761426521826,58.915761426521826,54.088952654232436,0.0,,
mvtec,screw,1,cls,harmonic,54.81656077064972,58.915761426521826,54.088952654232436,-4.099200655872104,,
mvtec,screw,1,cls,oracle,100.0,58.915761426521826,54.088952654232436,41.084238573478174,74.375,25.624999999999996
mvtec,transistor,1,cls,semantic,90.25,,,,,
mvtec,transistor,1,cls,memory,67.29166666666666,,,,,
mvtec,transistor,1,cls,max,90.25,90.25,67.29166666666666,0.0,,
mvtec,transistor,1,cls,harmonic,70.70833333333333,90.25,67.29166666666666,-19.541666666666668,,
mvtec,transistor,1,cls,oracle,100.0,90.25,67.29166666666666,9.750000000000004,40.0,60.0
mvtec,tile,1,seg,semantic,94.20508893846396,,,,,
mvtec,tile,1,seg,memory,96.65668331679413,,,,,
mvtec,tile,1,seg,max,96.65676489839595,27.733202401126455,96.65676489839595,68.9235624972695,,
mvtec,tile,1,seg,harmonic,94.934381071513,27.239008132017783,94.934381071513,67.69537293949521,,
mvtec,tile,1,seg,oracle,96.65676489839595,27.733202401126455,96.65676489839595,68.9235624972695,,
mvtec,bottle,1,cls,semantic,96.58730158730158,,,,,
mvtec,bottle,1,cls,memory,99.76190476190476,,,,,
mvtec,bottle,1,cls,max,99.76190476190476,96.58730158730158,99.76190476190476,0.0,,
mvtec,bottle,1,cls,harmonic,99.92063492063492,96.58730158730158,99.76190476190476,0.15873015873015817,,
mvtec,bottle,1,cls,oracle,100.0,96.58730158730158,99.76190476190476,0.23809523809523725,24.096385542168676,75.90361445783132
mvtec,wood,1,cls,semantic,99.3859649122807,,,,,
mvtec,wood,1,cls,memory,98.07017543859648,,,,,
mvtec,wood,1,cls,max,98.85964912280701,99.3859649122807,98.07017543859648,-0.5263157894736858,,
mvtec,wood,1,cls,harmonic,99.03508771929825,99.3859649122807,98.07017543859648,-0.35087719298245723,,
mvtec,wood,1,cls,oracle,99.9122807017544,99.3859649122807,98.07017543859648,0.526315789473697,13.924050632911392,86.07594936708861
mvtec,capsule,1,seg,semantic,91.5175982805806,,,,,
mvtec,capsule,1,seg,memory,88.42446577549875,,,,,
mvtec,capsule,1,seg,max,93.20647938725693,81.31845875667267,93.20647938725693,11.888020630584265,,
mvtec,capsule,1,seg,harmonic,94.09773088650888,82.09603558137624,94.09773088650888,12.001695305132642,,
mvtec,capsule,1,seg,oracle,93.20647938725693,81.31845875667267,93.20647938725693,11.888020630584265,,
mvtec,pill,1,cls,semantic,85.44735406437533,,,,,
mvtec,pill,1,cls,memory,93.31696672122204,,,,,
mvtec,pill,1,cls,max,93.22149481723949,85.44735406437533,93.31696672122204,-0.0954719039825469,,
mvtec,pill,1,cls,harmonic,94.01254773595198,85.44735406437533,93.31696672122204,0.6955810147299402,,
mvtec,pill,1,cls,oracle,100.0,85.44735406437533,93.31696672122204,6.683033278777961,13.77245508982036,86.22754491017965
mvtec,wood,1,seg,semantic,90.66344304324444,,,,,
mvtec,wood,1,seg,memory,95.22063203934992,,,,,
mvtec,wood,1,seg,max,95.32879509404994,61.842660988259496,95.32879509404994,33.48613410579044,,
mvtec,wood,1,seg,harmonic,93.17007003350129,60.44223101372075,93.17007003350129,32.72783901978054,,
mvtec,wood,1,seg,oracle,95.32879509404994,61.842660988259496,95.32879509404994,33.48613410579044,,
mvtec,hazelnut,1,cls,semantic,83.58928571428571,,,,,
mvtec,hazelnut,1,cls,memory,99.82142857142857,,,,,
mvtec,hazelnut,1,cls,max,99.75,83.58928571428571,99.82142857142857,-0.07142857142856673,,
mvtec,hazelnut,1,cls,harmonic,98.82142857142857,83.58928571428571,99.82142857142857,-1.0000000000000009,,
mvtec,hazelnut,1,cls,oracle,100.0,83.58928571428571,99.82142857142857,0.17857142857142794,33.63636363636363,66.36363636363637
mvtec,zipper,1,seg,semantic,90.60254290977684,,,,,
mvtec,zipper,1,seg,memory,89.2241481757599,,,,,
mvtec,zipper,1,seg,max,90.60254290977684,90.60254290977684,23.02384612366793,67.5786967861089,,
mvtec,zipper,1,seg,harmonic,89.12015846366539,89.12015846366539,22.647143767561037,66.47301469610436,,
mvtec,zipper,1,seg,oracle,90.60254290977684,90.60254290977684,23.02384612366793,67.5786967861089,,
mvtec,cable,1,cls,semantic,83.11469265367316,,,,,
mvtec,cable,1,cls,memory,89.14917541229384,,,,,
mvtec,cable,1,cls,max,89.03673163418291,83.11469265367316,89.14917541229384,-0.11244377811092665,,
mvtec,cable,1,cls,harmonic,92.62556221889055,83.11469265367316,89.14917541229384,3.4763868065966985,,
mvtec,cable,1,cls,oracle,99.60644677661169,83.11469265367316,89.14917541229384,10.457271364317844,35.333333333333336,64.66666666666666
mvtec,carpet,1,cls,semantic,100.0,,,,,
mvtec,carpet,1,cls,memory,99.87961476725522,,,,,
mvtec,carpet,1,cls,max,100.0,100.0,99.87961476725522,0.0,,
mvtec,carpet,1,cls,harmonic,100.0,100.0,99.87961476725522,0.0,,
mvtec,carpet,1,cls,oracle,100.0,100.0,99.87961476725522,0.0,38.46153846153847,61.53846153846154
mvtec,toothbrush,1,cls,semantic,72.77777777777777,,,,,
mvtec,toothbrush,1,cls,memory,94.44444444444446,,,,,
mvtec,toothbrush,1,cls,max,93.6111111111111,72.77777777777777,94.44444444444446,-0.8333333333333526,,
mvtec,toothbrush,1,cls,harmonic,88.05555555555557,72.77777777777777,94.44444444444446,-6.388888888888888,,
mvtec,toothbrush,1,cls,oracle,99.16666666666666,72.77777777777777,94.44444444444446,4.7222222222222054,23.809523809523807,76.19047619047619
mvtec,metal_nut,1,seg,semantic,61.31707169273376,,,,,
mvtec,metal_nut,1,seg,memory,88.41203567315058,,,,,
mvtec,metal_nut,1,seg,max,88.78171071046867,49.52498801157845,88.78171071046867,39.25672269889022,,
mvtec,metal_nut,1,seg,harmonic,89.36561412371184,49.8507061049715,89.36561412371184,39.514908018740336,,
mvtec,metal_nut,1,seg,oracle,88.78171071046867,49.52498801157845,88.78171071046867,39.25672269889022,,
mvtec,zipper,1,cls,semantic,92.55514705882354,,,,,
mvtec,zipper,1,cls,memory,92.17436974789916,,,,,
mvtec,zipper,1,cls,max,93.36922268907564,92.55514705882354,92.17436974789916,0.814075630252098,,
mvtec,zipper,1,cls,harmonic,93.82878151260505,92.55514705882354,92.17436974789916,1.2736344537815025,,
mvtec,zipper,1,cls,oracle,98.80514705882352,92.55514705882354,92.17436974789916,6.249999999999989,14.56953642384106,85.43046357615894
mvtec,bottle,1,seg,semantic,90.3240712525834,,,,,
mvtec,bottle,1,seg,memory,98.68692998164991,,,,,
mvtec,bottle,1,seg,max,98.58613954390843,45.56794422573619,98.58613954390843,53.01819531817224,,
mvtec,bottle,1,seg,harmonic,95.03702489448092,43.92749193554558,95.03702489448092,51.10953295893534,,
mvtec,bottle,1,seg,oracle,98.58613954390843,45.56794422573619,98.58613954390843,53.01819531817224,,
mvtec,tile,1,cls,semantic,99.96392496392497,,,,,
mvtec,tile,1,cls,memory,98.52092352092352,,,,,
mvtec,tile,1,cls,max,99.96392496392497,99.96392496392497,98.52092352092352,0.0,,
mvtec,tile,1,cls,harmonic,98.95382395382396,99.96392496392497,98.52092352092352,-1.0101010101010166,,
mvtec,tile,1,cls,oracle,100.0,99.96392496392497,98.52092352092352,0.03607503607503393,71.7948717948718,28.205128205128204
mvtec,leather,1,seg,semantic,99.04604547927633,,,,,
mvtec,leather,1,seg,memory,99.44950715647688,,,,,
mvtec,leather,1,seg,max,99.44950715647688,19.624377624127348,99.44950715647688,79.82512953234954,,
mvtec,leather,1,seg,harmonic,99.20714483494054,19.57655225167773,99.20714483494054,79.63059258326281,,
mvtec,leather,1,seg,oracle,99.44950715647688,19.624377624127348,99.44950715647688,79.82512953234954,,
mvtec,cable,1,seg,semantic,93.71988734113553,,,,,
mvtec,cable,1,seg,memory,96.5976460531246,,,,,
mvtec,cable,1,seg,max,96.6032243772633,65.90785345485828,96.6032243772633,30.69537092240502,,
mvtec,cable,1,seg,harmonic,96.14893980471211,65.597916377421,96.14893980471211,30.551023427291113,,
mvtec,cable,1,seg,oracle,96.6032243772633,65.90785345485828,96.6032243772633,30.69537092240502,,
mvtec,screw,1,seg,semantic,84.04143950241043,,,,,
mvtec,screw,1,seg,memory,91.73767726359779,,,,,
mvtec,screw,1,seg,max,91.94840666527537,69.12948151564949,91.94840666527537,22.818925149625883,,
mvtec,screw,1,seg,harmonic,90.39997371136478,67.96532466782877,90.39997371136478,22.434649043536012,,
mvtec,screw,1,seg,oracle,91.94840666527537,69.12948151564949,91.94840666527537,22.818925149625883,,
mvtec,metal_nut,1,cls,semantic,87.90322580645162,,,,,
mvtec,metal_nut,1,cls,memory,98.7781036168133,,,,,
mvtec,metal_nut,1,cls,max,98.8514173998045,87.90322580645162,98.7781036168133,0.07331378299120228,,
mvtec,metal_nut,1,cls,harmonic,98.63147605083088,87.90322580645162,98.7781036168133,-0.14662756598240456,,
mvtec,metal_nut,1,cls,oracle,99.60899315738025,87.90322580645162,98.7781036168133,0.8308895405669592,18.26086956521739,81.73913043478261
mvtec,grid,1,cls,semantic,99.41520467836258,,,,,
mvtec,grid,1,cls,memory,95.48872180451127,,,,,
mvtec,grid,1,cls,max,99.41520467836258,99.41520467836258,95.48872180451127,0.0,,
mvtec,grid,1,cls,harmonic,96.65831244778613,99.41520467836258,95.48872180451127,-2.7568922305764465,,
mvtec,grid,1,cls,oracle,100.0,99.41520467836258,95.48872180451127,0.5847953216374213,73.07692307692307,26.923076923076923
mvtec,hazelnut,2,seg,semantic,97.67301859398874,,,,,
mvtec,hazelnut,2,seg,memory,98.89465558069229,,,,,
mvtec,hazelnut,2,seg,max,98.89465477855805,27.748883969865616,98.89465477855805,71.14577080869243,,
mvtec,hazelnut,2,seg,harmonic,98.12072925552107,27.531727950784926,98.12072925552107,70.58900130473614,,
mvtec,hazelnut,2,seg,oracle,98.89465477855805,27.748883969865616,98.89465477855805,71.14577080869243,,
mvtec,capsule,2,cls,semantic,73.69365775827683,,,,,
mvtec,capsule,2,cls,memory,84.84244116473873,,,,,
mvtec,capsule,2,cls,max,85.6003191065018,73.69365775827683,84.84244116473873,0.7578779417630632,,
mvtec,capsule,2,cls,harmonic,82.0702034303949,73.69365775827683,84.84244116473873,-2.772237734343841,,
mvtec,capsule,2,cls,oracle,93.67770243318706,73.69365775827683,84.84244116473873,8.835261268448335,21.96969696969697,78.03030303030303
mvtec,pill,2,seg,semantic,90.11101964039958,,,,,
mvtec,pill,2,seg,memory,94.9457257132537,,,,,
mvtec,pill,2,seg,max,96.00054005560644,96.00054005560644,95.52715270028162,0.47338735532481735,,
mvtec,pill,2,seg,harmonic,94.91327059988434,94.91327059988434,94.44524466869184,0.4680259311924999,,
mvtec,pill,2,seg,oracle,96.00054005560644,96.00054005560644,95.52715270028162,0.47338735532481735,,
mvtec,transistor,2,seg,semantic,72.85269119057415,,,,,
mvtec,transistor,2,seg,memory,87.95081928427169,,,,,
mvtec,transistor,2,seg,max,87.80393253902129,33.884092723058544,87.80393253902129,53.919839815962746,,
mvtec,transistor,2,seg,harmonic,76.83287334451371,29.65029161339127,76.83287334451371,47.18258173112244,,
mvtec,transistor,2,seg,oracle,87.80393253902129,33.884092723058544,87.80393253902129,53.919839815962746,,
mvtec,carpet,2,seg,semantic,99.16371696815453,,,,,
mvtec,carpet,2,seg,memory,99.33638563143788,,,,,
mvtec,carpet,2,seg,max,99.41977165095545,31.033122283971732,99.41977165095545,68.38664936698372,,
mvtec,carpet,2,seg,harmonic,99.36107652508261,31.01480104878443,99.36107652508261,68.34627547629817,,
mvtec,carpet,2,seg,oracle,99.41977165095545,31.033122283971732,99.41977165095545,68.38664936698372,,
mvtec,toothbrush,2,seg,semantic,94.73410882813369,,,,,
mvtec,toothbrush,2,seg,memory,98.33785568914881,,,,,
mvtec,toothbrush,2,seg,max,98.3805514192148,70.32312075656549,98.3805514192148,28.05743066264931,,
mvtec,toothbrush,2,seg,harmonic,98.35741869796425,70.30658532220917,98.35741869796425,28.050833375755076,,
mvtec,toothbrush,2,seg,oracle,98.3805514192148,70.32312075656549,98.3805514192148,28.05743066264931,,
mvtec,leather,2,cls,semantic,100.0,,,,,
mvtec,leather,2,cls,memory,99.86413043478261,,,,,
mvtec,leather,2,cls,max,100.0,100.0,99.86413043478261,0.0,,
mvtec,leather,2,cls,harmonic,99.86413043478261,100.0,99.86413043478261,-0.13586956521739468,,
mvtec,leather,2,cls,oracle,100.0,100.0,99.86413043478261,0.0,74.19354838709677,25.806451612903224
mvtec,grid,2,seg,semantic,98.10121221779853,,,,,
mvtec,grid,2,seg,memory,96.00905371214058,,,,,
mvtec,grid,2,seg,max,98.10121221779853,98.10121221779853,56.41158792835608,41.689624289442456,,
mvtec,grid,2,seg,harmonic,97.22810496143019,97.22810496143019,55.909521076682935,41.318583884747255,,
mvtec,grid,2,seg,oracle,98.10121221779853,98.10121221779853,56.41158792835608,41.689624289442456,,
mvtec,screw,2,cls,semantic,66.41729862676777,,,,,
mvtec,screw,2,cls,memory,55.91309694609551,,,,,
mvtec,screw,2,cls,max,66.41729862676777,66.41729862676777,55.91309694609551,0.0,,
mvtec,screw,2,cls,harmonic,58.03443328550932,66.41729862676777,55.91309694609551,-8.38286534125845,,
mvtec,screw,2,cls,oracle,100.0,66.41729862676777,55.91309694609551,33.582701373232226,74.375,25.624999999999996
mvtec,transistor,2,cls,semantic,89.60416666666667,,,,,
mvtec,transistor,2,cls,memory,86.91666666666666,,,,,
mvtec,transistor,2,cls,max,91.1875,89.60416666666667,86.91666666666666,1.5833333333333255,,
mvtec,transistor,2,cls,harmonic,91.89583333333333,89.60416666666667,86.91666666666666,2.2916666666666585,,
mvtec,transistor,2,cls,oracle,99.97916666666666,89.60416666666667,86.91666666666666,10.37499999999999,34.0,66.0
mvtec,tile,2,seg,semantic,93.2313549241711,,,,,
mvtec,tile,2,seg,memory,96.87125505030477,,,,,
mvtec,tile,2,seg,max,97.03595078562476,73.92617725604167,97.03595078562476,23.109773529583094,,
mvtec,tile,2,seg,harmonic,95.73099694800908,72.9320070755108,95.73099694800908,22.798989872498282,,
mvtec,tile,2,seg,oracle,97.03595078562476,73.92617725604167,97.03595078562476,23.109773529583094,,
mvtec,bottle,2,cls,semantic,95.51587301587301,,,,,
mvtec,bottle,2,cls,memory,99.52380952380952,,,,,
mvtec,bottle,2,cls,max,99.44444444444444,95.51587301587301,99.52380952380952,-0.07936507936506798,,
mvtec,bottle,2,cls,harmonic,99.36507936507937,95.51587301587301,99.52380952380952,-0.15873015873014706,,
mvtec,bottle,2,cls,oracle,100.0,95.51587301587301,99.52380952380952,0.4761904761904856,12.048192771084338,87.95180722891565
mvtec,wood,2,cls,semantic,98.81578947368422,,,,,
mvtec,wood,2,cls,memory,98.85964912280701,,,,,
mvtec,wood,2,cls,max,99.3859649122807,98.81578947368422,98.85964912280701,0.5263157894736858,,
mvtec,wood,2,cls,harmonic,99.21052631578947,98.81578947368422,98.85964912280701,0.35087719298245723,,
mvtec,wood,2,cls,oracle,99.64912280701755,98.81578947368422,98.85964912280701,0.7894736842105288,17.72151898734177,82.27848101265823
mvtec,capsule,2,seg,semantic,91.43290689308085,,,,,
mvtec,capsule,2,seg,memory,89.85237888001133,,,,,
mvtec,capsule,2,seg,max,95.43968417009968,80.96292916082072,95.43968417009968,14.47675500927896,,
mvtec,capsule,2,seg,harmonic,95.13958325701358,80.70834901233675,95.13958325701358,14.43123424467683,,
mvtec,capsule,2,seg,oracle,95.43968417009968,80.96292916082072,95.43968417009968,14.47675500927896,,
mvtec,pill,2,cls,semantic,85.50190943807965,,,,,
mvtec,pill,2,cls,memory,92.77141298417895,,,,,
mvtec,pill,2,cls,max,92.53955264593563,85.50190943807965,92.77141298417895,-0.2318603382433171,,
mvtec,pill,2,cls,harmonic,92.92144026186581,85.50190943807965,92.77141298417895,0.15002727768685942,,
mvtec,pill,2,cls,oracle,100.0,85.50190943807965,92.77141298417895,7.228587015821053,15.568862275449103,84.4311377245509
mvtec,wood,2,seg,semantic,96.10529731821808,,,,,
mvtec,wood,2,seg,memory,96.0691158157749,,,,,
mvtec,wood,2,seg,max,96.56460974404321,78.00024930921658,96.56460974404321,18.564360434826625,,
mvtec,wood,2,seg,harmonic,96.27920864595666,77.76971602313091,96.27920864595666,18.509492622825746,,
mvtec,wood,2,seg,oracle,96.56460974404321,78.00024930921658,96.56460974404321,18.564360434826625,,
mvtec,hazelnut,2,cls,semantic,80.10714285714286,,,,,
mvtec,hazelnut,2,cls,memory,99.85714285714286,,,,,
mvtec,hazelnut,2,cls,max,99.85714285714286,80.10714285714286,99.85714285714286,0.0,,
mvtec,hazelnut,2,cls,harmonic,96.58928571428571,80.10714285714286,99.85714285714286,-3.2678571428571446,,
mvtec,hazelnut,2,cls,oracle,100.0,80.10714285714286,99.85714285714286,0.14285714285714457,36.36363636363637,63.63636363636363
mvtec,zipper,2,seg,semantic,92.58231636895579,,,,,
mvtec,zipper,2,seg,memory,89.49435520735689,,,,,
mvtec,zipper,2,seg,max,92.58231636895579,92.58231636895579,31.098922650662526,61.48339371829326,,
mvtec,zipper,2,seg,harmonic,90.36071849262211,90.36071849262211,30.352675384158147,60.008043108463966,,
mvtec,zipper,2,seg,oracle,92.58231636895579,92.58231636895579,31.098922650662526,61.48339371829326,,
mvtec,cable,2,cls,semantic,83.60194902548726,,,,,
mvtec,cable,2,cls,memory,92.82233883058471,,,,,
mvtec,cable,2,cls,max,95.00562218890555,83.60194902548726,92.82233883058471,2.183283358320831,,
mvtec,cable,2,cls,harmonic,94.4527736131934,83.60194902548726,92.82233883058471,1.6304347826086807,,
mvtec,cable,2,cls,oracle,99.25974512743629,83.60194902548726,92.82233883058471,6.437406296851567,20.666666666666668,79.33333333333333
mvtec,carpet,2,cls,semantic,99.99999999999999,,,,,
mvtec,carpet,2,cls,memory,99.79935794542536,,,,,
mvtec,carpet,2,cls,max,100.0,99.99999999999999,99.79935794542536,1.1102230246251565e-14,,
mvtec,carpet,2,cls,harmonic,99.8796147672552,99.99999999999999,99.79935794542536,-0.12038523274477964,,
mvtec,carpet,2,cls,oracle,100.0,99.99999999999999,99.79935794542536,1.1102230246251565e-14,70.08547008547008,29.914529914529915
mvtec,toothbrush,2,cls,semantic,69.58333333333333,,,,,
mvtec,toothbrush,2,cls,memory,94.16666666666667,,,,,
mvtec,toothbrush,2,cls,max,94.02777777777779,69.58333333333333,94.16666666666667,-0.1388888888888884,,
mvtec,toothbrush,2,cls,harmonic,78.05555555555556,69.58333333333333,94.16666666666667,-16.11111111111112,,
mvtec,toothbrush,2,cls,oracle,100.0,69.58333333333333,94.16666666666667,5.833333333333323,28.57142857142857,71.42857142857143
mvtec,metal_nut,2,seg,semantic,80.07679253153918,,,,,
mvtec,metal_nut,2,seg,memory,91.0096439292779,,,,,
mvtec,metal_nut,2,seg,max,94.36515036499476,94.36515036499476,77.00320207131753,17.36194829367723,,
mvtec,metal_nut,2,seg,harmonic,93.16411793104339,93.16411793104339,76.02314383108745,17.14097409995594,,
mvtec,metal_nut,2,seg,oracle,94.36515036499476,94.36515036499476,77.00320207131753,17.36194829367723,,
mvtec,zipper,2,cls,semantic,94.22268907563026,,,,,
mvtec,zipper,2,cls,memory,73.05672268907564,,,,,
mvtec,zipper,2,cls,max,91.59663865546219,94.22268907563026,73.05672268907564,-2.626050420168069,,
mvtec,zipper,2,cls,harmonic,75.95850840336135,94.22268907563026,73.05672268907564,-18.264180672268903,,
mvtec,zipper,2,cls,oracle,98.98897058823529,94.22268907563026,73.05672268907564,4.766281512605042,80.13245033112582,19.867549668874172
mvtec,bottle,2,seg,semantic,90.49706605056383,,,,,
mvtec,bottle,2,seg,memory,98.71839815537649,,,,,
mvtec,bottle,2,seg,max,98.61323145495248,50.22964234670831,98.61323145495248,48.38358910824417,,
mvtec,bottle,2,seg,harmonic,95.43700655857165,48.61180021534281,95.43700655857165,46.82520634322884,,
mvtec,bottle,2,seg,oracle,98.61323145495248,50.22964234670831,98.61323145495248,48.38358910824417,,
mvtec,tile,2,cls,semantic,99.96392496392497,,,,,
mvtec,tile,2,cls,memory,98.59307359307358,,,,,
mvtec,tile,2,cls,max,99.96392496392497,99.96392496392497,98.59307359307358,0.0,,
mvtec,tile,2,cls,harmonic,98.98989898989899,99.96392496392497,98.59307359307358,-0.9740259740259827,,
mvtec,tile,2,cls,oracle,100.0,99.96392496392497,98.59307359307358,0.03607503607503393,71.7948717948718,28.205128205128204
mvtec,leather,2,seg,semantic,99.15760193713896,,,,,
