dataset,class,k_shot,task,max,harmonic,diff,semantic,memory,branch_gap,weak_branch
mvtec,wood,4,cls,99.29824561403508,98.7280701754386,0.570175438596479,97.80701754385966,98.42105263157895,0.6140350877192873,semantic
mvtec,capsule,4,seg,96.36801692621695,95.46703214441756,0.9009847817993943,,,0.0,unknown
mvtec,pill,4,cls,94.66721222040371,95.17184942716858,-0.504637206764869,85.66557555919258,94.81723949809057,9.151663938897997,semantic
mvtec,wood,4,seg,96.47848709171882,96.20076076599004,0.27772632572877853,,,0.0,unknown
mvtec,hazelnut,4,cls,100.0,99.23214285714286,0.7678571428571388,80.14285714285715,100.0,19.857142857142847,semantic
mvtec,zipper,4,seg,92.82149906901161,95.5719052258558,-2.7504061568441927,,,0.0,unknown
mvtec,cable,4,cls,95.3710644677661,97.43253373313343,-2.0614692653673217,87.56559220389803,95.4272863568216,7.861694152923562,semantic
mvtec,carpet,4,cls,100.0,100.0,0.0,100.0,99.87961476725522,0.12038523274478052,memory
mvtec,toothbrush,4,cls,97.22222222222223,94.72222222222221,2.500000000000014,84.44444444444444,97.22222222222223,12.777777777777786,semantic
mvtec,metal_nut,4,seg,95.4896084830118,94.80040942979659,0.6891990532152192,,,0.0,unknown
mvtec,zipper,4,cls,94.47216386554622,92.79149159663866,1.680672268907557,94.47216386554622,91.91176470588236,2.5603991596638593,memory
mvtec,bottle,4,seg,98.7595403157847,95.2969059341314,3.4626343816533023,,,0.0,unknown
mvtec,tile,4,cls,100.0,100.0,0.0,100.0,100.0,0.0,memory
mvtec,leather,4,seg,99.42591564274711,99.26945766657035,0.1564579761767675,,,0.0,unknown
mvtec,cable,4,seg,97.0152546342577,94.93827063766331,2.076983996594393,,,0.0,unknown
mvtec,screw,4,seg,94.4413649949851,94.04807081214634,0.3932941828387584,,,0.0,unknown
mvtec,metal_nut,4,cls,100.0,100.0,0.0,87.2434017595308,100.0,12.756598240469202,semantic
mvtec,grid,4,cls,99.83291562238931,96.32414369256475,3.5087719298245617,99.83291562238931,95.32163742690058,4.511278195488728,memory
